Counter,coll.date,count.date,block,row.no,plant.no,total.berries,berry.no,mass,brix,big.seeds,med.seeds,lil.seeds,notes,total.seeds,big.med.seeds,percent.big.seeds,percent.big.med.seeds,percent.unfertilized
Elizabeth,7/18/2018,11/5/2018,E,3,396,4,3,2.1907,11,31,48,12,,91,79,0.340659341,0.868131868,0.131868132
Elizabeth,7/18/2018,11/5/2018,E,3,396,4,4,1.5069,10,18,58,9,,85,76,0.211764706,0.894117647,0.105882353
Elizabeth,7/18/2018,11/5/2018,E,5,133,3,1,1.8669,13,29,35,11,,75,64,0.386666667,0.853333333,0.146666667
Elizabeth,7/18/2018,11/5/2018,E,5,133,3,2,1.303,10,24,28,14,,66,52,0.363636364,0.787878788,0.212121212
Elizabeth,7/18/2018,11/5/2018,E,5,133,3,3,1.4136,9,22,37,8,,67,59,0.328358209,0.880597015,0.119402985
Elizabeth,7/18/2018,11/5/2018,E,2,136,12,1,1.3636,10,38,46,11,,95,84,0.4,0.884210526,0.115789474
Elizabeth,7/18/2018,11/5/2018,E,2,136,12,2,1.0921,10,16,47,6,,69,63,0.231884058,0.913043478,0.086956522
Elizabeth,7/18/2018,11/5/2018,E,2,136,12,3,1.5717,12,35,49,21,,105,84,0.333333333,0.8,0.2
Elizabeth,7/18/2018,11/5/2018,E,2,136,12,4,1.3602,10,35,61,23,,119,96,0.294117647,0.806722689,0.193277311
Elizabeth,7/18/2018,11/5/2018,E,2,136,12,5,1.3385,10,33,65,16,,114,98,0.289473684,0.859649123,0.140350877
Elizabeth,7/18/2018,11/5/2018,E,6,356,6,1,1.8621,13,4,52,16,,72,56,0.055555556,0.777777778,0.222222222
Elizabeth,7/18/2018,11/5/2018,E,6,356,6,2,2.3247,14,34,38,15,,87,72,0.390804598,0.827586207,0.172413793
Elizabeth,7/18/2018,11/5/2018,E,6,356,6,3,1.8981,16,5,21,11,,37,26,0.135135135,0.702702703,0.297297297
Elizabeth,7/18/2018,11/5/2018,E,6,356,6,4,2.4655,14,35,47,13,,95,82,0.368421053,0.863157895,0.136842105
Elizabeth,7/18/2018,11/5/2018,E,6,356,6,5,1.7479,9,24,76,3,,103,100,0.233009709,0.970873786,0.029126214
Elizabeth,7/18/2018,11/5/2018,E,6,178,9,1,1.685,13,12,74,6,,92,86,0.130434783,0.934782609,0.065217391
Elizabeth,7/18/2018,11/5/2018,E,6,178,9,2,2.3517,14,33,44,3,,80,77,0.4125,0.9625,0.0375
Elizabeth,7/18/2018,11/5/2018,E,6,178,9,3,1.4878,12,29,48,14,,91,77,0.318681319,0.846153846,0.153846154
Elizabeth,7/18/2018,11/5/2018,E,6,178,9,4,2.2084,15,32,40,10,,82,72,0.390243902,0.87804878,0.12195122
Elizabeth,7/18/2018,11/5/2018,E,6,178,9,5,1.6435,14,13,38,3,,54,51,0.240740741,0.944444444,0.055555556
Elizabeth,7/18/2018,11/5/2018,E,6,380,6,1,1.7011,10,23,30,4,,57,53,0.403508772,0.929824561,0.070175439
Elizabeth,7/18/2018,11/5/2018,E,6,380,6,2,1.7242,10,23,28,5,,56,51,0.410714286,0.910714286,0.089285714
Elizabeth,7/18/2018,11/5/2018,E,6,380,6,3,1.7984,14,24,29,10,,63,53,0.380952381,0.841269841,0.158730159
Elizabeth,7/18/2018,11/5/2018,E,6,380,6,4,2.0924,11,22,59,9,,90,81,0.244444444,0.9,0.1
Elizabeth,7/18/2018,11/5/2018,E,6,380,6,5,2.2197,13,25,54,8,,87,79,0.287356322,0.908045977,0.091954023
Elizabeth,7/18/2018,11/5/2018,E,5,382,8,1,2.0521,12,35,35,18,,88,70,0.397727273,0.795454545,0.204545455
Elizabeth,7/18/2018,11/5/2018,E,5,382,8,2,2.0088,13,23,49,6,,78,72,0.294871795,0.923076923,0.076923077
Elizabeth,7/18/2018,11/5/2018,E,5,382,8,3,1.6658,10,42,37,11,,90,79,0.466666667,0.877777778,0.122222222
Elizabeth,7/18/2018,11/5/2018,E,5,382,8,4,2.6435,14,29,34,12,,75,63,0.386666667,0.84,0.16
Elizabeth,7/18/2018,11/5/2018,E,5,382,8,5,1.6667,10,36,31,8,,75,67,0.48,0.893333333,0.106666667
Elizabeth,7/18/2018,11/5/2018,E,5,350,5,1,2.6637,13,35,34,8,,77,69,0.454545455,0.896103896,0.103896104
Elizabeth,7/18/2018,11/5/2018,E,5,350,5,2,2.0567,11,20,47,7,,74,67,0.27027027,0.905405405,0.094594595
Elizabeth,7/18/2018,11/5/2018,E,5,350,5,3,1.7781,11,29,41,8,,78,70,0.371794872,0.897435897,0.102564103
Elizabeth,7/18/2018,11/5/2018,E,5,350,5,4,1.7903,9,27,38,11,,76,65,0.355263158,0.855263158,0.144736842
Elizabeth,7/18/2018,11/5/2018,E,5,350,5,5,2.2646,12,21,37,16,,74,58,0.283783784,0.783783784,0.216216216
Elizabeth,7/18/2018,11/5/2018,E,6,331,9,1,1.8083,17,12,44,9,,65,56,0.184615385,0.861538462,0.138461538
Elizabeth,7/18/2018,11/5/2018,E,6,331,9,2,1.2024,11,12,40,6,,58,52,0.206896552,0.896551724,0.103448276
Elizabeth,7/18/2018,11/5/2018,E,6,331,9,3,2.4969,14,26,33,10,,69,59,0.376811594,0.855072464,0.144927536
Elizabeth,7/18/2018,11/5/2018,E,6,331,9,4,1.3064,11,35,50,4,,89,85,0.393258427,0.95505618,0.04494382
Elizabeth,7/18/2018,11/5/2018,E,6,331,9,5,1.411,12,24,32,8,,64,56,0.375,0.875,0.125
Elizabeth,7/18/2018,11/6/2018,E,5,349,5,1,1.4724,9,30,42,3,,75,72,0.4,0.96,0.04
Elizabeth,7/18/2018,11/6/2018,E,5,349,5,2,1.7283,9,31,43,5,,79,74,0.392405063,0.936708861,0.063291139
Elizabeth,7/18/2018,11/6/2018,E,5,349,5,3,1.8053,8,23,54,3,,80,77,0.2875,0.9625,0.0375
Elizabeth,7/18/2018,11/6/2018,E,5,349,5,4,2.1356,10,24,39,2,,65,63,0.369230769,0.969230769,0.030769231
Elizabeth,7/18/2018,11/6/2018,E,5,349,5,5,1.6163,10,27,39,8,,74,66,0.364864865,0.891891892,0.108108108
Elizabeth,7/18/2018,11/6/2018,E,4,381,5,1,1.5062,11,19,40,14,,73,59,0.260273973,0.808219178,0.191780822
Elizabeth,7/18/2018,11/6/2018,E,4,381,5,2,1.0766,10,24,41,13,,78,65,0.307692308,0.833333333,0.166666667
Elizabeth,7/18/2018,11/6/2018,E,4,381,5,3,1.4891,13,27,20,11,,58,47,0.465517241,0.810344828,0.189655172
Elizabeth,7/18/2018,11/6/2018,E,4,381,5,4,1.4496,10,24,42,15,,81,66,0.296296296,0.814814815,0.185185185
Elizabeth,7/18/2018,11/6/2018,E,4,381,5,5,1.1212,10,15,43,16,,74,58,0.202702703,0.783783784,0.216216216
Elizabeth,7/18/2018,11/6/2018,E,6,247,14,1,1.6744,11,28,43,10,,81,71,0.345679012,0.87654321,0.12345679
Elizabeth,7/18/2018,11/6/2018,E,6,247,14,2,1.5868,10,31,38,25,,94,69,0.329787234,0.734042553,0.265957447
Elizabeth,7/18/2018,11/6/2018,E,6,247,14,3,1.6447,11,20,54,19,,93,74,0.215053763,0.795698925,0.204301075
Elizabeth,7/18/2018,11/6/2018,E,6,247,14,4,1.7391,12,23,42,10,,75,65,0.306666667,0.866666667,0.133333333
Elizabeth,7/18/2018,11/6/2018,E,6,247,14,5,1.4255,9,24,54,7,,85,78,0.282352941,0.917647059,0.082352941
Elizabeth,7/18/2018,11/12/2018,E,4,234,10,1,1.1497,10,28,49,14,,91,77,0.307692308,0.846153846,0.153846154
Elizabeth,7/18/2018,11/12/2018,E,4,234,10,2,1.4018,11,33,50,8,,91,83,0.362637363,0.912087912,0.087912088
Elizabeth,7/18/2018,11/12/2018,E,4,234,10,3,1.2816,10,29,49,2,,80,78,0.3625,0.975,0.025
Elizabeth,7/18/2018,11/12/2018,E,4,234,10,4,1.4575,9,51,27,14,,92,78,0.554347826,0.847826087,0.152173913
Elizabeth,7/18/2018,11/12/2018,E,4,234,10,5,1.291,9,13,42,3,,58,55,0.224137931,0.948275862,0.051724138
Elizabeth,7/18/2018,11/12/2018,E,4,134,6,1,1.4614,12,21,53,18,,92,74,0.22826087,0.804347826,0.195652174
Elizabeth,7/18/2018,11/12/2018,E,4,134,6,2,1.7213,10,45,40,13,,98,85,0.459183673,0.867346939,0.132653061
Elizabeth,7/18/2018,11/12/2018,E,4,134,6,3,1.445,11,21,71,8,,100,92,0.21,0.92,0.08
Elizabeth,7/18/2018,11/12/2018,E,4,134,6,4,1.7479,10,43,44,6,,93,87,0.462365591,0.935483871,0.064516129
Elizabeth,7/18/2018,11/12/2018,E,4,134,6,5,1.543,11,34,69,9,,112,103,0.303571429,0.919642857,0.080357143
Elizabeth,7/18/2018,11/12/2018,E,2,193,6,1,0.9398,13,11,32,8,,51,43,0.215686275,0.843137255,0.156862745
Elizabeth,7/18/2018,11/12/2018,E,2,193,6,2,1.203,12,14,42,13,,69,56,0.202898551,0.811594203,0.188405797
Elizabeth,7/18/2018,11/12/2018,E,2,193,6,3,1.8869,13,25,44,8,,77,69,0.324675325,0.896103896,0.103896104
Elizabeth,7/18/2018,11/12/2018,E,2,193,6,4,1.1149,12,22,40,14,,76,62,0.289473684,0.815789474,0.184210526
Elizabeth,7/18/2018,11/12/2018,E,2,193,6,5,1.4026,12,31,43,12,,86,74,0.360465116,0.860465116,0.139534884
Elizabeth,7/18/2018,11/12/2018,E,5,255,4,1,1.7887,13,29,19,11,,59,48,0.491525424,0.813559322,0.186440678
Elizabeth,7/18/2018,11/12/2018,E,5,255,4,2,1.2713,11,24,28,4,,56,52,0.428571429,0.928571429,0.071428571
Elizabeth,7/18/2018,11/12/2018,E,5,255,4,3,2.0814,12,17,22,3,,42,39,0.404761905,0.928571429,0.071428571
Elizabeth,7/18/2018,11/12/2018,E,5,255,4,4,1.541,11,22,25,7,,54,47,0.407407407,0.87037037,0.12962963
Elizabeth,7/18/2018,11/12/2018,E,6,325,3,1,2.4291,12,45,32,5,,82,77,0.548780488,0.93902439,0.06097561
Elizabeth,7/18/2018,11/12/2018,E,6,325,3,2,2.0273,10,29,45,6,,80,74,0.3625,0.925,0.075
Elizabeth,7/18/2018,11/12/2018,E,6,325,3,3,2.7963,14,31,32,7,,70,63,0.442857143,0.9,0.1
Elizabeth,7/18/2018,11/12/2018,E,4,187,3,1,2.0426,14,26,22,3,,51,48,0.509803922,0.941176471,0.058823529
Elizabeth,7/18/2018,11/12/2018,E,4,187,3,2,2.2076,13,36,25,3,,64,61,0.5625,0.953125,0.046875
Elizabeth,7/18/2018,11/12/2018,E,4,187,3,3,1.5422,13,32,39,4,,75,71,0.426666667,0.946666667,0.053333333
Elizabeth,7/18/2018,11/12/2018,E,5,338,4,1,1.0761,9,10,50,10,,70,60,0.142857143,0.857142857,0.142857143
Elizabeth,7/18/2018,11/12/2018,E,5,338,4,2,1.0954,9,26,37,8,,71,63,0.366197183,0.887323944,0.112676056
Elizabeth,7/18/2018,11/12/2018,E,5,338,4,3,1.0556,9,9,56,13,,78,65,0.115384615,0.833333333,0.166666667
Elizabeth,7/18/2018,11/12/2018,E,5,338,4,4,1.0743,10,17,38,9,,64,55,0.265625,0.859375,0.140625
Elizabeth,7/18/2018,11/12/2018,E,2,289,2,1,1.1457,14,25,30,17,,72,55,0.347222222,0.763888889,0.236111111
Elizabeth,7/18/2018,11/12/2018,E,2,289,2,2,1.3933,13,28,22,6,,56,50,0.5,0.892857143,0.107142857
Elizabeth,7/18/2018,11/12/2018,E,6,334,4,1,1.5455,12,28,35,15,,78,63,0.358974359,0.807692308,0.192307692
Elizabeth,7/18/2018,11/12/2018,E,6,334,4,2,1.7429,13,32,31,14,,77,63,0.415584416,0.818181818,0.181818182
Elizabeth,7/18/2018,11/12/2018,E,6,334,4,3,1.8001,11,37,39,14,,90,76,0.411111111,0.844444444,0.155555556
Elizabeth,7/18/2018,11/12/2018,E,6,334,4,4,1.6038,11,40,18,24,,82,58,0.487804878,0.707317073,0.292682927
Elizabeth,7/18/2018,11/12/2018,E,2,285,4,1,1.4046,12,29,30,16,,75,59,0.386666667,0.786666667,0.213333333
Elizabeth,7/18/2018,11/12/2018,E,2,285,4,2,1.559,12,29,28,14,,71,57,0.408450704,0.802816901,0.197183099
Elizabeth,7/18/2018,11/12/2018,E,2,285,4,3,1.2332,10,27,28,12,,67,55,0.402985075,0.820895522,0.179104478
Elizabeth,7/18/2018,11/12/2018,E,2,285,4,4,1.351,12,31,28,15,,74,59,0.418918919,0.797297297,0.202702703
Elizabeth,7/18/2018,11/12/2018,E,3,124,1,1,0.9743,12,33,36,6,,75,69,0.44,0.92,0.08
Elizabeth,7/18/2018,11/12/2018,E,4,213,3,1,1.1682,10,31,40,9,,80,71,0.3875,0.8875,0.1125
Elizabeth,7/18/2018,11/12/2018,E,4,213,3,2,1.3507,10,28,32,11,,71,60,0.394366197,0.845070423,0.154929577
Elizabeth,7/18/2018,11/12/2018,E,4,213,3,3,1.2196,11,18,45,12,,75,63,0.24,0.84,0.16
Elizabeth,7/18/2018,11/12/2018,E,3,301,3,1,1.3091,9,32,22,9,,63,54,0.507936508,0.857142857,0.142857143
Elizabeth,7/18/2018,11/12/2018,E,3,301,3,2,1.5764,8,38,51,5,,94,89,0.404255319,0.946808511,0.053191489
Elizabeth,7/18/2018,11/12/2018,E,3,301,3,3,1.3102,11,28,33,2,,63,61,0.444444444,0.968253968,0.031746032
Elizabeth,7/18/2018,11/12/2018,E,3,216,1,1,2.5365,15,23,54,5,,82,77,0.280487805,0.93902439,0.06097561
Elizabeth,7/19/2018,11/13/2018,E,3,289,8,1,0.8418,10,31,33,2,,66,64,0.46969697,0.96969697,0.03030303
Elizabeth,7/19/2018,11/13/2018,E,3,289,8,2,0.884,10,33,30,6,,69,63,0.47826087,0.913043478,0.086956522
Elizabeth,7/19/2018,11/13/2018,E,3,289,8,3,1.0434,10,21,27,13,,61,48,0.344262295,0.786885246,0.213114754
Elizabeth,7/19/2018,11/13/2018,E,3,289,8,4,1.0012,12,29,38,6,,73,67,0.397260274,0.917808219,0.082191781
Elizabeth,7/19/2018,11/13/2018,E,3,289,8,5,1.422,13,15,59,5,,79,74,0.189873418,0.936708861,0.063291139
Elizabeth,7/19/2018,11/13/2018,E,1,246,4,1,1.4183,9,25,55,5,,85,80,0.294117647,0.941176471,0.058823529
Elizabeth,7/19/2018,11/13/2018,E,1,246,4,2,1.4522,10,15,71,14,,100,86,0.15,0.86,0.14
Elizabeth,7/19/2018,11/13/2018,E,1,246,4,3,1.6146,10,30,60,9,,99,90,0.303030303,0.909090909,0.090909091
Elizabeth,7/19/2018,11/13/2018,E,1,246,4,4,0.7042,11,0,80,12,,92,80,0,0.869565217,0.130434783
Elizabeth,7/19/2018,11/13/2018,E,2,121,1,1,1.4151,12,24,65,7,,96,89,0.25,0.927083333,0.072916667
Elizabeth,7/19/2018,11/13/2018,E,3,285,4,1,1.1142,10,39,22,12,,73,61,0.534246575,0.835616438,0.164383562
Elizabeth,7/19/2018,11/13/2018,E,3,285,4,2,1.7064,13,22,46,7,,75,68,0.293333333,0.906666667,0.093333333
Elizabeth,7/19/2018,11/13/2018,E,3,285,4,3,1.0742,10,33,19,7,,59,52,0.559322034,0.881355932,0.118644068
Elizabeth,7/19/2018,11/13/2018,E,3,285,4,4,2.2549,14,18,47,5,,70,65,0.257142857,0.928571429,0.071428571
Elizabeth,7/19/2018,11/13/2018,E,1,208,1,1,1.3287,8,21,42,13,,76,63,0.276315789,0.828947368,0.171052632
Elizabeth,7/19/2018,11/13/2018,E,3,193,4,1,0.9874,10,24,32,9,,65,56,0.369230769,0.861538462,0.138461538
Elizabeth,7/19/2018,11/13/2018,E,3,193,4,2,1.0915,11,33,43,12,,88,76,0.375,0.863636364,0.136363636
Elizabeth,7/19/2018,11/13/2018,E,3,193,4,3,0.9176,10,27,37,6,,70,64,0.385714286,0.914285714,0.085714286
Elizabeth,7/19/2018,11/13/2018,E,3,193,4,4,1.0087,12,17,47,4,,68,64,0.25,0.941176471,0.058823529
Elizabeth,7/19/2018,11/13/2018,E,2,137,1,1,2.1736,13,25,41,13,,79,66,0.316455696,0.835443038,0.164556962
Elizabeth,7/19/2018,11/13/2018,E,2,209,3,1,0.739,9,23,19,10,,52,42,0.442307692,0.807692308,0.192307692
Elizabeth,7/19/2018,11/13/2018,E,2,209,3,2,0.7753,9,22,31,5,,58,53,0.379310345,0.913793103,0.086206897
Elizabeth,7/19/2018,11/13/2018,E,2,209,3,3,0.8811,9,17,32,2,,51,49,0.333333333,0.960784314,0.039215686
Elizabeth,7/19/2018,11/13/2018,E,2,188,2,1,1.2766,11,25,25,7,,57,50,0.438596491,0.877192982,0.122807018
Elizabeth,7/19/2018,11/13/2018,E,2,188,2,2,1.2126,12,25,32,9,,66,57,0.378787879,0.863636364,0.136363636
Elizabeth,7/19/2018,11/13/2018,E,3,396,7,1,1.641,9,31,52,5,,88,83,0.352272727,0.943181818,0.056818182
Elizabeth,7/19/2018,11/13/2018,E,3,396,7,2,1.5065,8,30,56,1,,87,86,0.344827586,0.988505747,0.011494253
Elizabeth,7/19/2018,11/13/2018,E,3,396,7,3,1.7006,9,19,35,7,,61,54,0.31147541,0.885245902,0.114754098
Elizabeth,7/19/2018,11/13/2018,E,3,396,7,4,1.5049,9,30,50,6,,86,80,0.348837209,0.930232558,0.069767442
Elizabeth,7/19/2018,11/13/2018,E,3,396,7,5,1.5011,9,35,42,5,,82,77,0.426829268,0.93902439,0.06097561
Elizabeth,7/19/2018,11/26/2018,E,3,301,6,1,0.8136,16,29,25,5,,59,54,0.491525424,0.915254237,0.084745763
Elizabeth,7/19/2018,11/26/2018,E,3,301,6,2,1.3573,11,28,27,8,,63,55,0.444444444,0.873015873,0.126984127
Elizabeth,7/19/2018,11/26/2018,E,3,301,6,3,1.2851,10,36,20,5,,61,56,0.590163934,0.918032787,0.081967213
Elizabeth,7/19/2018,11/26/2018,E,3,301,6,4,1.719,12,19,32,3,,54,51,0.351851852,0.944444444,0.055555556
Elizabeth,7/19/2018,11/26/2018,E,3,301,6,5,1.5341,11,20,25,4,,49,45,0.408163265,0.918367347,0.081632653
Elizabeth,7/19/2018,11/26/2018,E,3,304,3,1,1.583,11,22,56,17,,95,78,0.231578947,0.821052632,0.178947368
Elizabeth,7/19/2018,11/26/2018,E,3,304,3,2,1.7602,10,17,57,25,,99,74,0.171717172,0.747474747,0.252525253
Elizabeth,7/19/2018,11/26/2018,E,3,304,3,3,1.7377,9,9,71,17,,97,80,0.092783505,0.824742268,0.175257732
Elizabeth,7/19/2018,11/26/2018,E,3,124,2,1,1.0833,11,38,44,3,,85,82,0.447058824,0.964705882,0.035294118
Elizabeth,7/19/2018,11/26/2018,E,3,124,2,2,1.533,13,41,60,14,,115,101,0.356521739,0.87826087,0.12173913
Elizabeth,7/19/2018,11/26/2018,E,1,125,1,1,1.9175,13,36,23,1,,60,59,0.6,0.983333333,0.016666667
Elizabeth,7/19/2018,11/26/2018,E,3,138,3,1,1.7085,12,6,71,3,,80,77,0.075,0.9625,0.0375
Elizabeth,7/19/2018,11/26/2018,E,3,138,3,2,1.8725,10,6,36,5,,47,42,0.127659574,0.893617021,0.106382979
Elizabeth,7/19/2018,11/26/2018,E,3,138,3,3,1.4487,14,6,55,17,,78,61,0.076923077,0.782051282,0.217948718
Elizabeth,7/19/2018,11/26/2018,E,2,214,1,1,1.1079,11,17,29,14,,60,46,0.283333333,0.766666667,0.233333333
Elizabeth,7/19/2018,11/26/2018,E,2,180,1,1,1.1294,24,29,36,6,,71,65,0.408450704,0.915492958,0.084507042
Elizabeth,7/24/2018,11/26/2018,E,1,327,5,1,2.0258,9,38,50,10,,98,88,0.387755102,0.897959184,0.102040816
Elizabeth,7/24/2018,11/26/2018,E,1,327,5,2,1.6438,10,16,68,3,,87,84,0.183908046,0.965517241,0.034482759
Elizabeth,7/24/2018,11/26/2018,E,1,327,5,3,1.7279,8,25,55,4,,84,80,0.297619048,0.952380952,0.047619048
Elizabeth,7/24/2018,11/26/2018,E,1,327,5,4,1.8773,9,22,77,7,,106,99,0.20754717,0.933962264,0.066037736
Elizabeth,7/24/2018,11/26/2018,E,1,327,5,5,1.852,9,13,66,5,,84,79,0.154761905,0.94047619,0.05952381
Elizabeth,7/24/2018,11/26/2018,E,2,182,3,1,1.8796,10,20,67,1,,88,87,0.227272727,0.988636364,0.011363636
Elizabeth,7/24/2018,11/26/2018,E,2,182,3,2,1.5657,9,33,32,14,,79,65,0.417721519,0.82278481,0.17721519
Elizabeth,7/24/2018,11/26/2018,E,2,182,3,3,1.7297,11,34,28,11,,73,62,0.465753425,0.849315068,0.150684932
Elizabeth,7/24/2018,11/26/2018,E,1,214,1,1,1.4689,9,6,37,21,,64,43,0.09375,0.671875,0.328125
Elizabeth,7/17/2018,12/4/2018,E,2,346,21,1,1.5409,13,30,37,6,,73,67,0.410958904,0.917808219,0.082191781
Elizabeth,7/17/2018,12/4/2018,E,2,346,21,2,1.3437,11,23,33,13,,69,56,0.333333333,0.811594203,0.188405797
Elizabeth,7/17/2018,12/4/2018,E,2,346,21,3,1.8668,13,35,42,11,,88,77,0.397727273,0.875,0.125
Elizabeth,7/17/2018,12/4/2018,E,2,346,21,4,1.4538,11,26,32,8,,66,58,0.393939394,0.878787879,0.121212121
Elizabeth,7/17/2018,12/4/2018,E,2,346,21,5,1.7818,12,36,35,10,,81,71,0.444444444,0.87654321,0.12345679
Elizabeth,7/17/2018,12/4/2018,E,6,329,19,1,0.9846,9,30,30,7,,67,60,0.447761194,0.895522388,0.104477612
Elizabeth,7/17/2018,12/4/2018,E,6,329,19,2,1.0986,11,29,27,3,,59,56,0.491525424,0.949152542,0.050847458
Elizabeth,7/17/2018,12/4/2018,E,6,329,19,3,1.4846,10,40,23,7,,70,63,0.571428571,0.9,0.1
Elizabeth,7/17/2018,12/4/2018,E,6,329,19,4,1.6614,12,37,21,1,,59,58,0.627118644,0.983050847,0.016949153
Elizabeth,7/17/2018,12/4/2018,E,6,329,19,5,1.147,8,25,46,6,,77,71,0.324675325,0.922077922,0.077922078
Elizabeth,7/17/2018,12/4/2018,E,1,208,7,1,1.9021,11,25,29,5,,59,54,0.423728814,0.915254237,0.084745763
Elizabeth,7/17/2018,12/4/2018,E,1,208,7,2,1.5825,12,23,38,6,,67,61,0.343283582,0.910447761,0.089552239
Elizabeth,7/17/2018,12/4/2018,E,1,208,7,3,2.014,10,29,33,4,,66,62,0.439393939,0.939393939,0.060606061
Elizabeth,7/17/2018,12/4/2018,E,1,208,7,4,1.983,11,29,28,10,,67,57,0.432835821,0.850746269,0.149253731
Elizabeth,7/17/2018,12/4/2018,E,1,208,7,5,2.2113,10,34,32,9,,75,66,0.453333333,0.88,0.12
Elizabeth,7/17/2018,12/4/2018,E,1,337,7,1,1.7521,14,27,39,4,,70,66,0.385714286,0.942857143,0.057142857
Elizabeth,7/17/2018,12/4/2018,E,1,337,7,2,1.5078,10,36,11,5,,52,47,0.692307692,0.903846154,0.096153846
Elizabeth,7/17/2018,12/4/2018,E,1,337,7,3,1.7428,11,28,24,4,,56,52,0.5,0.928571429,0.071428571
Elizabeth,7/17/2018,12/4/2018,E,1,337,7,4,1.5778,9,27,23,4,,54,50,0.5,0.925925926,0.074074074
Elizabeth,7/17/2018,12/4/2018,E,1,337,7,5,1.3696,10,19,37,3,,59,56,0.322033898,0.949152542,0.050847458
Elizabeth,7/17/2018,12/4/2018,E,5,338,14,1,2.5894,14,24,34,9,,67,58,0.358208955,0.865671642,0.134328358
Elizabeth,7/17/2018,12/4/2018,E,5,338,14,2,1.7341,13,17,45,8,,70,62,0.242857143,0.885714286,0.114285714
Elizabeth,7/17/2018,12/4/2018,E,5,338,14,3,1.4537,11,19,28,4,,51,47,0.37254902,0.921568627,0.078431373
Elizabeth,7/17/2018,12/4/2018,E,5,338,14,4,0.9812,10,24,31,3,,58,55,0.413793103,0.948275862,0.051724138
Elizabeth,7/17/2018,12/4/2018,E,5,338,14,5,1.3217,14,23,29,7,,59,52,0.389830508,0.881355932,0.118644068
Erin/Meg,7/17/2018,4/2/2019,E,3,124,8,1,0.9939,17,36,60,7,,103,96,0.349514563,0.932038835,0.067961165
Erin/Meg,7/17/2018,4/2/2019,E,3,124,8,2,1.9546,22,44,51,8,,103,95,0.427184466,0.922330097,0.077669903
Erin/Meg,7/17/2018,4/2/2019,E,3,124,8,3,1.1179,16,45,60,9,,114,105,0.394736842,0.921052632,0.078947368
Erin/Meg,7/17/2018,4/2/2019,E,3,124,8,4,1.5098,21,47,54,11,,112,101,0.419642857,0.901785714,0.098214286
Erin/Meg,7/17/2018,4/2/2019,E,3,124,8,5,1.3531,14,50,41,14,,105,91,0.476190476,0.866666667,0.133333333
Erin/Meg,7/17/2018,4/2/2019,E,5,328,11,1,2.2815,15,50,7,12,,69,57,0.724637681,0.826086957,0.173913043
Erin/Meg,7/17/2018,4/2/2019,E,5,328,11,2,1.9652,17,20,71,10,,101,91,0.198019802,0.900990099,0.099009901
Erin/Meg,7/17/2018,4/2/2019,E,5,328,11,3,1.9126,16,38,20,13,,71,58,0.535211268,0.816901408,0.183098592
Erin/Meg,7/17/2018,4/2/2019,E,5,328,11,4,1.9259,16,44,30,14,,88,74,0.5,0.840909091,0.159090909
Erin/Meg,7/17/2018,4/2/2019,E,5,328,11,5,1.5808,19,32,37,8,,77,69,0.415584416,0.896103896,0.103896104
Erin/Meg,7/17/2018,4/9/2019,E,2,266,9,1,2.1708,17,38,16,9,,63,54,0.603174603,0.857142857,0.142857143
Erin/Meg,7/17/2018,4/9/2019,E,2,266,9,2,1.9033,20,35,30,4,,69,65,0.507246377,0.942028986,0.057971014
Erin/Meg,7/17/2018,4/9/2019,E,2,266,9,3,1.5171,21,34,28,8,,70,62,0.485714286,0.885714286,0.114285714
Erin/Meg,7/17/2018,4/9/2019,E,2,266,9,4,1.5746,18,41,24,0,,65,65,0.630769231,1,0
Erin/Meg,7/17/2018,4/9/2019,E,2,266,9,5,2.0512,21,37,18,8,,63,55,0.587301587,0.873015873,0.126984127
Erin/Meg,7/17/2018,4/9/2019,E,1,161,8,1,1.706,15,37,33,17,,87,70,0.425287356,0.804597701,0.195402299
Erin/Meg,7/17/2018,4/9/2019,E,1,161,8,2,2.0302,16,46,38,9,,93,84,0.494623656,0.903225806,0.096774194
Erin/Meg,7/17/2018,4/9/2019,E,1,161,8,3,1.8653,15,42,33,14,,89,75,0.471910112,0.842696629,0.157303371
Erin/Meg,7/17/2018,4/9/2019,E,1,161,8,4,2.1948,17,35,34,4,,73,69,0.479452055,0.945205479,0.054794521
Erin/Meg,7/17/2018,4/9/2019,E,1,161,8,5,1.761,12,36,37,15,,88,73,0.409090909,0.829545455,0.170454545
Erin/Ryan,7/17/2018,3/20/2018,E,1,278,2,2,1.5081,16,23,25,15,,63,48,0.365079365,0.761904762,0.238095238
Erin/Ryan,7/17/2018,4/3/2019,E,6,201,14,1,1.5032,14,24,43,16,,83,67,0.289156627,0.807228916,0.192771084
Erin/Ryan,7/17/2018,4/3/2019,E,6,201,14,2,2.6611,17,34,15,24,,73,49,0.465753425,0.671232877,0.328767123
Erin/Ryan,7/17/2018,4/3/2019,E,6,201,14,3,1.6689,11,15,65,16,,96,80,0.15625,0.833333333,0.166666667
Erin/Ryan,7/17/2018,4/3/2019,E,6,201,14,4,1.4605,11,49,28,18,,95,77,0.515789474,0.810526316,0.189473684
Erin/Ryan,7/17/2018,4/3/2019,E,6,201,14,5,1.7657,17,38,34,14,,86,72,0.441860465,0.837209302,0.162790698
